player,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Aaron Mooy,MF,Australia,32,1990,4.0,255.0,14.0,62.0,168.0,26.0,0.0,255.0,2.0,3.0,66.7,5.0,4.0,152.0,1.0
Aaron Ramsey,MF,Wales,31,1990,3.0,147.0,6.0,32.0,73.0,42.0,5.0,147.0,2.0,8.0,25.0,9.0,4.0,98.0,7.0
Abdelhamid Sabiri,MF,Morocco,26,1996,2.0,86.0,5.0,23.0,50.0,13.0,1.0,86.0,0.0,3.0,0.0,0.0,3.0,54.0,0.0
Abdelkarim Hassan,DF,Qatar,29,1993,3.0,193.0,15.0,83.0,95.0,17.0,2.0,193.0,1.0,5.0,20.0,2.0,0.0,138.0,1.0
Abderrazak Hamdallah,FW,Morocco,32,1990,0.8,28.0,2.0,2.0,15.0,12.0,5.0,28.0,2.0,3.0,66.7,4.0,3.0,18.0,3.0
Abdessamad Ezzalzouli,FW,Morocco,21,2001,1.0,40.0,2.0,17.0,9.0,16.0,5.0,40.0,1.0,2.0,50.0,9.0,1.0,16.0,3.0
Abdou Diallo,DF,Senegal,26,1996,3.7,210.0,19.0,98.0,98.0,15.0,1.0,210.0,0.0,0.0,,2.0,2.0,138.0,0.0
Abdul Fatawu Issahaku,FW,Ghana,18,2004,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Abdulaziz Hatem,MF,Qatar,32,1990,2.2,98.0,1.0,13.0,65.0,20.0,0.0,98.0,1.0,1.0,100.0,1.0,1.0,80.0,2.0
Abdulelah Al-Amri,DF,Saudi Arabia,25,1997,2.0,129.0,12.0,58.0,65.0,7.0,2.0,129.0,0.0,0.0,,1.0,0.0,63.0,0.0
Abdulellah Al-Malki,MF,Saudi Arabia,28,1994,1.9,105.0,6.0,28.0,63.0,17.0,1.0,105.0,0.0,0.0,,3.0,0.0,58.0,2.0
Abdullah Madu,DF,Saudi Arabia,29,1993,0.5,19.0,4.0,12.0,8.0,0.0,0.0,19.0,0.0,0.0,,0.0,0.0,6.0,0.0
Abdulrahman Al-Aboud,MF,Saudi Arabia,27,1995,0.4,22.0,0.0,3.0,5.0,14.0,2.0,22.0,0.0,3.0,0.0,2.0,0.0,12.0,4.0
Abolfazl Jalali,DF,IR Iran,24,1998,0.2,34.0,1.0,5.0,18.0,12.0,0.0,34.0,1.0,5.0,20.0,0.0,1.0,18.0,1.0
Achraf Dari,DF,Morocco,23,1999,2.1,139.0,24.0,84.0,51.0,4.0,1.0,139.0,0.0,0.0,,0.0,1.0,85.0,0.0
Achraf Hakimi,DF,Morocco,24,1998,7.0,478.0,25.0,185.0,190.0,111.0,14.0,478.0,2.0,15.0,13.3,17.0,8.0,280.0,18.0
Adrien Rabiot,MF,France,27,1995,5.4,350.0,16.0,62.0,203.0,88.0,19.0,350.0,2.0,5.0,40.0,5.0,7.0,243.0,17.0
Agustín Canobbio,MF,Uruguay,24,1998,0.1,11.0,1.0,5.0,1.0,5.0,0.0,11.0,0.0,0.0,,0.0,0.0,6.0,0.0
Ahmad Nourollahi,MF,IR Iran,29,1993,2.5,85.0,10.0,28.0,37.0,22.0,0.0,85.0,1.0,2.0,50.0,3.0,0.0,39.0,1.0
Ahmed Alaaeldin,FW,Qatar,29,1993,0.1,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0
Aimen Dahmen,GK,Tunisia,25,1997,3.0,82.0,73.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,,0.0,0.0,34.0,0.0
Ajdin Hrustic,MF,Australia,26,1996,0.7,32.0,3.0,6.0,15.0,12.0,1.0,32.0,1.0,4.0,25.0,2.0,1.0,21.0,4.0
Akram Afif,FW,Qatar,26,1996,3.0,181.0,1.0,11.0,122.0,50.0,2.0,181.0,3.0,7.0,42.9,5.0,5.0,141.0,10.0
Alan Franco,MF,Ecuador,24,1998,0.5,16.0,1.0,5.0,10.0,1.0,0.0,16.0,0.0,0.0,,1.0,0.0,9.0,0.0
Alejandro Balde,DF,Spain,19,2003,1.4,135.0,0.0,17.0,86.0,33.0,3.0,135.0,0.0,2.0,0.0,2.0,3.0,109.0,4.0
Aleksandar Mitrović,FW,Serbia,28,1994,2.9,95.0,1.0,3.0,54.0,39.0,14.0,95.0,1.0,1.0,100.0,6.0,3.0,67.0,12.0
Alex Sandro,DF,Brazil,31,1991,2.1,193.0,7.0,45.0,111.0,38.0,0.0,193.0,1.0,2.0,50.0,1.0,0.0,121.0,4.0
Alex Telles,DF,Brazil,30,1992,0.7,46.0,0.0,12.0,21.0,14.0,1.0,46.0,0.0,0.0,,1.0,0.0,32.0,0.0
Alexander Bah,DF,Denmark,25,1997,0.5,65.0,1.0,22.0,19.0,24.0,3.0,65.0,0.0,2.0,0.0,0.0,0.0,36.0,2.0
Alexander Djiku,DF,Ghana,28,1994,1.1,43.0,15.0,33.0,10.0,0.0,0.0,43.0,0.0,0.0,,0.0,0.0,18.0,0.0
Alexis Mac Allister,MF,Argentina,23,1998,6.1,332.0,2.0,38.0,165.0,134.0,11.0,332.0,4.0,8.0,50.0,7.0,8.0,247.0,23.0
Alexis Vega,FW,Mexico,25,1997,2.1,85.0,1.0,8.0,42.0,35.0,8.0,85.0,1.0,4.0,25.0,6.0,8.0,50.0,9.0
Ali Abdi,DF,Tunisia,28,1993,2.1,152.0,16.0,66.0,61.0,26.0,3.0,152.0,1.0,2.0,50.0,5.0,4.0,67.0,11.0
Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,15.0,1.0,4.0,8.0,3.0,1.0,15.0,0.0,0.0,,1.0,1.0,5.0,0.0
Ali Al-Bulaihi,DF,Saudi Arabia,33,1989,2.4,110.0,7.0,54.0,55.0,1.0,0.0,110.0,0.0,0.0,,2.0,0.0,65.0,0.0
Ali Assadalla,MF,Qatar,29,1993,0.3,24.0,0.0,5.0,14.0,6.0,0.0,24.0,1.0,1.0,100.0,0.0,0.0,22.0,0.0
Ali Gholizadeh,MF,IR Iran,26,1996,2.2,86.0,5.0,22.0,35.0,33.0,3.0,86.0,4.0,8.0,50.0,2.0,2.0,51.0,7.0
Ali Karimi,MF,IR Iran,28,1994,1.1,55.0,2.0,10.0,33.0,12.0,1.0,55.0,0.0,0.0,,1.0,0.0,36.0,3.0
Ali Maâloul,DF,Tunisia,32,1990,1.0,70.0,3.0,12.0,28.0,30.0,0.0,70.0,0.0,0.0,,0.0,1.0,34.0,3.0
Alidu Seidu,DF,Ghana,22,2000,1.7,98.0,3.0,37.0,42.0,22.0,1.0,98.0,4.0,6.0,66.7,4.0,0.0,49.0,0.0
Alireza Beiranvand,GK,IR Iran,30,1992,1.2,34.0,30.0,33.0,1.0,0.0,0.0,34.0,0.0,0.0,,0.0,0.0,17.0,0.0
Alireza Jahanbakhsh,MF,IR Iran,29,1993,0.7,27.0,0.0,6.0,12.0,9.0,1.0,27.0,1.0,1.0,100.0,1.0,0.0,13.0,3.0
Alisson,GK,Brazil,30,1992,4.2,101.0,88.0,100.0,1.0,0.0,0.0,101.0,0.0,0.0,,1.0,0.0,42.0,0.0
Alistair Johnston,DF,Canada,24,1998,3.0,209.0,8.0,61.0,106.0,44.0,5.0,209.0,1.0,1.0,100.0,4.0,1.0,121.0,4.0
Almoez Ali,FW,Qatar,26,1996,2.5,66.0,1.0,5.0,41.0,20.0,6.0,66.0,0.0,3.0,0.0,6.0,3.0,48.0,8.0
Alphonso Davies,MF,Canada,22,2000,3.0,156.0,3.0,13.0,62.0,87.0,7.0,156.0,11.0,24.0,45.8,11.0,7.0,94.0,15.0
Amadou Onana,MF,Belgium,21,2001,1.2,74.0,0.0,11.0,58.0,6.0,3.0,74.0,1.0,1.0,100.0,4.0,1.0,59.0,1.0
Anass Zaroury,FW,Morocco,22,2000,0.3,15.0,0.0,1.0,6.0,8.0,0.0,15.0,1.0,1.0,100.0,0.0,0.0,10.0,1.0
Andre-Frank Zambo Anguissa,MF,Cameroon,27,1995,2.9,159.0,3.0,46.0,82.0,33.0,3.0,159.0,4.0,5.0,80.0,5.0,5.0,117.0,3.0
Andreas Christensen,DF,Denmark,26,1996,3.0,280.0,25.0,106.0,173.0,4.0,2.0,280.0,0.0,0.0,,2.0,1.0,217.0,1.0
Andreas Cornelius,FW,Denmark,29,1993,1.0,48.0,1.0,3.0,15.0,30.0,11.0,48.0,1.0,1.0,100.0,4.0,1.0,41.0,15.0
Andreas Skov Olsen,FW,Denmark,22,1999,1.5,76.0,2.0,7.0,24.0,45.0,13.0,76.0,0.0,2.0,0.0,4.0,4.0,59.0,19.0
Andrej Kramarić,FW,Croatia,31,1991,5.3,215.0,0.0,12.0,93.0,114.0,15.0,215.0,4.0,8.0,50.0,7.0,6.0,178.0,32.0
Andries Noppert,GK,Netherlands,28,1994,5.3,205.0,184.0,203.0,2.0,0.0,0.0,205.0,0.0,0.0,,0.0,0.0,97.0,0.0
Andrija Živković,DF,Serbia,26,1996,2.3,118.0,7.0,34.0,48.0,40.0,3.0,118.0,0.0,1.0,0.0,4.0,1.0,72.0,4.0
André Ayew,MF,Ghana,33,1989,2.2,61.0,3.0,12.0,31.0,19.0,4.0,60.0,0.0,2.0,0.0,5.0,4.0,35.0,5.0
André Onana,GK,Cameroon,26,1996,0.9,60.0,34.0,56.0,4.0,0.0,0.0,60.0,0.0,0.0,,0.0,0.0,32.0,0.0
André Silva,FW,Portugal,27,1995,0.3,14.0,0.0,0.0,7.0,7.0,1.0,14.0,0.0,0.0,,1.0,1.0,12.0,4.0
Andrés Guardado,MF,Mexico,36,1986,0.5,22.0,0.0,6.0,16.0,1.0,0.0,22.0,0.0,0.0,,0.0,1.0,10.0,0.0
Anis Ben Slimane,MF,Tunisia,21,2001,1.6,72.0,1.0,11.0,22.0,40.0,5.0,72.0,0.0,1.0,0.0,8.0,11.0,47.0,8.0
Ansu Fati,FW,Spain,20,2002,0.5,33.0,0.0,2.0,8.0,23.0,4.0,33.0,0.0,2.0,0.0,1.0,0.0,28.0,5.0
Ante Budimir,FW,Croatia,31,1991,0.6,12.0,1.0,1.0,5.0,6.0,2.0,12.0,0.0,0.0,,1.0,1.0,4.0,2.0
Anthony Contreras,FW,Costa Rica,22,2000,1.4,38.0,0.0,3.0,25.0,10.0,2.0,38.0,0.0,0.0,,3.0,7.0,20.0,1.0
Antoine Griezmann,MF,France,31,1991,6.0,381.0,10.0,50.0,191.0,145.0,14.0,381.0,4.0,11.0,36.4,6.0,8.0,247.0,20.0
Antoine Semenyo,FW,Ghana,22,2000,0.2,6.0,0.0,0.0,2.0,4.0,2.0,6.0,0.0,0.0,,1.0,1.0,2.0,2.0
Antonee Robinson,DF,United States,25,1997,4.0,288.0,15.0,70.0,130.0,92.0,3.0,288.0,4.0,5.0,80.0,13.0,3.0,165.0,13.0
Antonio Rüdiger,DF,Germany,29,1993,3.0,273.0,22.0,110.0,150.0,14.0,4.0,273.0,0.0,1.0,0.0,1.0,0.0,215.0,0.0
Antony,FW,Brazil,22,2000,1.9,145.0,0.0,14.0,53.0,81.0,7.0,145.0,4.0,16.0,25.0,6.0,6.0,113.0,10.0
António Silva,DF,Portugal,19,2003,1.0,67.0,5.0,32.0,35.0,0.0,0.0,67.0,0.0,0.0,,0.0,0.0,49.0,0.0
Ao Tanaka,MF,Japan,24,1998,1.9,84.0,3.0,32.0,39.0,14.0,3.0,84.0,0.0,1.0,0.0,1.0,1.0,55.0,7.0
Ardon Jasari,FW,Switzerland,20,2002,0.0,8.0,0.0,1.0,5.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
Arkadiusz Milik,FW,Poland,28,1994,1.1,39.0,1.0,2.0,24.0,13.0,3.0,39.0,1.0,1.0,100.0,3.0,1.0,31.0,4.0
Artur Jędrzejczyk,DF,Poland,35,1987,0.2,5.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,3.0,0.0
Asiri Haitham,FW,Saudi Arabia,21,2001,0.0,5.0,1.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,1.0,0.0
Assim Madibo,MF,Qatar,26,1996,1.7,85.0,1.0,32.0,53.0,1.0,0.0,85.0,0.0,0.0,,3.0,2.0,46.0,1.0
Atiba Hutchinson,MF,Canada,39,1983,1.8,131.0,5.0,38.0,72.0,21.0,2.0,131.0,1.0,1.0,100.0,1.0,2.0,90.0,0.0
Aurélien Tchouaméni,MF,France,22,2000,6.9,533.0,15.0,96.0,373.0,69.0,3.0,533.0,3.0,5.0,60.0,11.0,0.0,397.0,6.0
Awer Mabil,MF,Australia,27,1995,0.3,18.0,0.0,4.0,13.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0
Axel Disasi,DF,France,24,1998,1.0,90.0,4.0,18.0,48.0,25.0,2.0,90.0,1.0,2.0,50.0,0.0,1.0,50.0,0.0
Axel Witsel,MF,Belgium,33,1989,3.0,200.0,11.0,56.0,131.0,17.0,1.0,200.0,0.0,0.0,,2.0,3.0,140.0,2.0
Ayase Ueda,FW,Japan,24,1998,0.5,23.0,1.0,3.0,6.0,15.0,1.0,23.0,0.0,0.0,,4.0,2.0,15.0,5.0
Aymeric Laporte,DF,Spain,28,1994,3.3,456.0,29.0,151.0,297.0,8.0,2.0,456.0,0.0,0.0,,2.0,0.0,391.0,1.0
Aziz Behich,DF,Australia,32,1990,4.0,249.0,16.0,89.0,111.0,53.0,6.0,249.0,8.0,14.0,57.1,5.0,5.0,139.0,4.0
Azzedine Ounahi,MF,Morocco,22,2000,6.3,328.0,4.0,79.0,183.0,71.0,8.0,328.0,10.0,13.0,76.9,16.0,7.0,241.0,15.0
Aïssa Laïdouni,MF,Tunisia,26,1996,2.7,156.0,9.0,52.0,78.0,28.0,6.0,156.0,1.0,4.0,25.0,4.0,3.0,92.0,9.0
Baba Rahman,DF,Ghana,28,1994,2.0,121.0,4.0,24.0,60.0,37.0,2.0,121.0,1.0,5.0,20.0,6.0,0.0,68.0,3.0
Badr Banoun,DF,Morocco,29,1993,0.6,28.0,5.0,20.0,8.0,0.0,0.0,28.0,0.0,0.0,,0.0,1.0,19.0,0.0
Bailey Wright,DF,Australia,30,1992,0.2,5.0,2.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,2.0,0.0
Bamba Dieng,FW,Senegal,22,2000,1.1,32.0,0.0,2.0,16.0,14.0,3.0,32.0,0.0,2.0,0.0,4.0,4.0,22.0,2.0
Bartosz Bereszyński,DF,Poland,30,1992,3.8,197.0,18.0,74.0,88.0,37.0,3.0,197.0,1.0,7.0,14.3,4.0,3.0,86.0,4.0
Bassam Al-Rawi,DF,Qatar,25,1997,1.0,68.0,7.0,34.0,34.0,0.0,0.0,68.0,1.0,1.0,100.0,0.0,1.0,47.0,0.0
Ben Davies,DF,Wales,29,1993,2.6,184.0,14.0,75.0,95.0,14.0,3.0,184.0,2.0,3.0,66.7,1.0,0.0,101.0,1.0
Benjamin Pavard,DF,France,26,1996,1.0,94.0,0.0,20.0,63.0,12.0,0.0,94.0,0.0,0.0,,0.0,0.0,72.0,0.0
Bernardo Silva,MF,Portugal,28,1994,4.0,309.0,7.0,42.0,168.0,101.0,8.0,309.0,1.0,4.0,25.0,4.0,4.0,237.0,11.0
Bilal El Khannous,MF,Morocco,18,2004,0.6,29.0,2.0,8.0,13.0,8.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,23.0,1.0
Borna Barišić,DF,Croatia,30,1992,1.3,81.0,5.0,22.0,41.0,19.0,2.0,81.0,0.0,0.0,,1.0,0.0,44.0,1.0
Borna Sosa,DF,Croatia,24,1998,4.7,333.0,18.0,106.0,138.0,90.0,3.0,333.0,2.0,4.0,50.0,6.0,3.0,216.0,8.0
Boualem Khoukhi,DF,Qatar,32,1990,3.0,232.0,52.0,151.0,77.0,5.0,4.0,232.0,0.0,3.0,0.0,2.0,1.0,155.0,0.0
Boulaye Dia,FW,Senegal,26,1996,3.5,81.0,3.0,5.0,27.0,51.0,11.0,81.0,1.0,4.0,25.0,9.0,8.0,56.0,21.0
Brandon Aguilera,MF,Costa Rica,19,2003,1.0,44.0,1.0,17.0,25.0,3.0,0.0,44.0,2.0,3.0,66.7,1.0,3.0,31.0,3.0
Breel Embolo,FW,Switzerland,25,1997,3.6,92.0,3.0,4.0,44.0,45.0,10.0,92.0,2.0,6.0,33.3,10.0,10.0,76.0,23.0
Brenden Aaronson,MF,United States,22,2000,1.2,78.0,1.0,9.0,39.0,30.0,7.0,78.0,2.0,11.0,18.2,8.0,4.0,53.0,4.0
Brennan Johnson,FW,Wales,21,2001,1.0,33.0,2.0,6.0,6.0,21.0,7.0,33.0,0.0,5.0,0.0,3.0,2.0,17.0,4.0
Bruno Fernandes,FW,Portugal,28,1994,4.0,266.0,6.0,34.0,121.0,114.0,8.0,265.0,3.0,6.0,50.0,7.0,4.0,192.0,18.0
Bruno Guimarães,MF,Brazil,25,1997,0.8,67.0,2.0,6.0,28.0,33.0,7.0,67.0,2.0,2.0,100.0,3.0,2.0,53.0,2.0
Bruno Petković,FW,Croatia,28,1994,2.6,101.0,3.0,7.0,55.0,41.0,13.0,101.0,2.0,4.0,50.0,7.0,10.0,90.0,10.0
Bryan Mbeumo,FW,Cameroon,23,1999,2.6,106.0,2.0,13.0,47.0,48.0,4.0,106.0,1.0,7.0,14.3,6.0,1.0,76.0,11.0
Bryan Oviedo,DF,Costa Rica,32,1990,2.9,112.0,12.0,49.0,42.0,24.0,1.0,112.0,0.0,2.0,0.0,1.0,0.0,60.0,4.0
Bryan Ruiz,MF,Costa Rica,37,1985,0.3,14.0,1.0,4.0,10.0,0.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,9.0,0.0
Bukayo Saka,FW,England,21,2001,3.2,147.0,2.0,17.0,48.0,83.0,15.0,147.0,2.0,11.0,18.2,3.0,3.0,111.0,23.0
Callum Wilson,FW,England,30,1992,0.5,16.0,0.0,2.0,8.0,7.0,2.0,16.0,0.0,1.0,0.0,4.0,2.0,13.0,6.0
Cameron Carter-Vickers,DF,United States,24,1997,1.0,64.0,9.0,33.0,30.0,1.0,0.0,64.0,0.0,0.0,,0.0,0.0,42.0,0.0
Carlos Gruezo,MF,Ecuador,27,1995,0.5,19.0,0.0,6.0,12.0,2.0,0.0,19.0,0.0,0.0,,3.0,0.0,15.0,0.0
Carlos Martínez,DF,Costa Rica,23,1999,0.5,20.0,2.0,9.0,9.0,2.0,0.0,20.0,0.0,0.0,,1.0,1.0,8.0,0.0
Carlos Soler,MF,Spain,25,1997,1.0,88.0,0.0,4.0,56.0,29.0,3.0,88.0,1.0,2.0,50.0,0.0,1.0,74.0,3.0
Casemiro,MF,Brazil,30,1992,4.3,302.0,10.0,58.0,174.0,71.0,5.0,302.0,1.0,3.0,33.3,1.0,4.0,204.0,7.0
Celso Borges,MF,Costa Rica,34,1988,2.8,143.0,15.0,56.0,83.0,6.0,0.0,143.0,2.0,2.0,100.0,2.0,0.0,83.0,1.0
Charles De Ketelaere,FW,Belgium,21,2001,0.2,6.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,,1.0,1.0,5.0,0.0
Charly Rodríguez,MF,Mexico,25,1997,0.4,36.0,0.0,3.0,25.0,8.0,0.0,36.0,2.0,2.0,100.0,1.0,0.0,26.0,1.0
Cheikhou Kouyaté,MF,Senegal,32,1989,0.8,34.0,4.0,10.0,16.0,8.0,0.0,34.0,1.0,1.0,100.0,1.0,0.0,18.0,2.0
Cho Guesung,FW,Korea Republic,24,1998,3.1,88.0,3.0,11.0,33.0,44.0,12.0,88.0,0.0,5.0,0.0,5.0,5.0,66.0,14.0
Cho Yumin,FW,Korea Republic,26,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Chris Mepham,DF,Wales,25,1997,3.0,199.0,22.0,91.0,99.0,9.0,2.0,199.0,0.0,0.0,,0.0,0.0,130.0,0.0
Christian Bassogog,MF,Cameroon,27,1995,0.3,13.0,0.0,1.0,2.0,10.0,3.0,13.0,2.0,4.0,50.0,0.0,0.0,9.0,3.0
Christian Eriksen,MF,Denmark,30,1992,3.0,253.0,1.0,29.0,142.0,88.0,7.0,253.0,0.0,4.0,0.0,6.0,3.0,176.0,12.0
Christian Fassnacht,FW,Switzerland,29,1993,0.1,12.0,0.0,2.0,4.0,8.0,1.0,12.0,2.0,2.0,100.0,0.0,0.0,7.0,3.0
Christian Nørgaard,MF,Denmark,28,1994,0.1,15.0,1.0,3.0,10.0,2.0,0.0,15.0,0.0,0.0,,0.0,0.0,12.0,1.0
Christian Pulisic,FW,United States,24,1998,3.5,187.0,1.0,18.0,58.0,116.0,23.0,187.0,4.0,15.0,26.7,12.0,10.0,137.0,19.0
Christopher Wooh,DF,Cameroon,21,2001,1.0,45.0,8.0,25.0,18.0,2.0,1.0,45.0,0.0,0.0,,1.0,2.0,28.0,0.0
Cody Gakpo,FW,Netherlands,23,1999,5.0,205.0,5.0,21.0,70.0,120.0,6.0,205.0,5.0,13.0,38.5,16.0,9.0,130.0,17.0
Collins Fai,DF,Cameroon,30,1992,3.0,169.0,8.0,50.0,84.0,38.0,0.0,169.0,0.0,2.0,0.0,1.0,0.0,86.0,2.0
Connor Roberts,DF,Wales,27,1995,2.2,138.0,8.0,39.0,61.0,38.0,0.0,138.0,0.0,0.0,,0.0,0.0,81.0,7.0
Craig Goodwin,MF,Australia,31,1991,2.6,118.0,4.0,22.0,48.0,48.0,4.0,118.0,0.0,0.0,,2.0,3.0,74.0,8.0
Cristian Romero,DF,Argentina,24,1998,6.1,428.0,43.0,204.0,213.0,13.0,3.0,428.0,1.0,1.0,100.0,5.0,1.0,292.0,1.0
Cristiano Ronaldo,FW,Portugal,37,1985,3.2,116.0,2.0,5.0,58.0,53.0,18.0,115.0,0.0,5.0,0.0,9.0,5.0,95.0,27.0
Cyle Larin,FW,Canada,27,1995,1.5,44.0,2.0,4.0,19.0,22.0,7.0,44.0,1.0,4.0,25.0,5.0,2.0,33.0,7.0
César Azpilicueta,DF,Spain,33,1989,1.5,185.0,1.0,25.0,136.0,27.0,0.0,185.0,0.0,0.0,,1.0,1.0,149.0,0.0
César Montes,DF,Mexico,25,1997,3.0,222.0,19.0,99.0,114.0,10.0,3.0,222.0,2.0,2.0,100.0,2.0,0.0,158.0,1.0
Daichi Kamada,FW,Japan,26,1996,3.6,139.0,4.0,20.0,75.0,45.0,4.0,139.0,3.0,4.0,75.0,4.0,7.0,93.0,14.0
Daizen Maeda,FW,Japan,25,1997,2.0,31.0,0.0,4.0,18.0,11.0,7.0,31.0,0.0,1.0,0.0,2.0,0.0,13.0,5.0
Daley Blind,DF,Netherlands,32,1990,4.7,339.0,6.0,65.0,190.0,85.0,9.0,339.0,1.0,2.0,50.0,2.0,1.0,230.0,8.0
Damian Szymański,MF,Poland,27,1995,0.3,9.0,0.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,8.0,0.0
Dani Alves,DF,Brazil,39,1983,1.3,113.0,4.0,22.0,60.0,33.0,1.0,113.0,1.0,2.0,50.0,1.0,2.0,71.0,4.0
Dani Carvajal,DF,Spain,30,1992,1.5,137.0,3.0,32.0,82.0,25.0,0.0,137.0,0.0,0.0,,1.0,0.0,91.0,3.0
Dani Olmo,FW,Spain,24,1998,4.1,257.0,2.0,17.0,90.0,152.0,18.0,257.0,4.0,19.0,21.1,11.0,7.0,200.0,40.0
Daniel Amartey,DF,Ghana,27,1994,2.8,172.0,25.0,102.0,67.0,5.0,1.0,172.0,1.0,1.0,100.0,0.0,1.0,118.0,1.0
Daniel Chacón,MF,Costa Rica,21,2001,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0
Daniel James,FW,Wales,25,1997,1.7,49.0,1.0,4.0,23.0,22.0,2.0,49.0,1.0,4.0,25.0,4.0,1.0,35.0,7.0
Daniel Kyereh,MF,Ghana,26,1996,0.4,31.0,3.0,9.0,10.0,12.0,0.0,31.0,2.0,2.0,100.0,1.0,2.0,18.0,2.0
Danilo,DF,Brazil,31,1991,3.1,289.0,10.0,69.0,177.0,43.0,1.0,289.0,1.0,1.0,100.0,2.0,1.0,214.0,8.0
Danilo Pereira,DF,Portugal,31,1991,1.0,87.0,8.0,43.0,44.0,1.0,0.0,87.0,1.0,1.0,100.0,1.0,1.0,65.0,0.0
Danny Ward,GK,Wales,29,1993,1.0,42.0,32.0,40.0,2.0,0.0,0.0,42.0,0.0,0.0,,0.0,0.0,20.0,0.0
Darko Lazović,DF,Serbia,32,1990,0.3,14.0,0.0,4.0,7.0,3.0,0.0,14.0,0.0,0.0,,1.0,0.0,8.0,0.0
Darwin Núñez,FW,Uruguay,23,1999,2.7,85.0,1.0,10.0,30.0,46.0,5.0,85.0,0.0,4.0,0.0,11.0,6.0,61.0,24.0
David Raum,DF,Germany,24,1998,2.7,229.0,4.0,49.0,85.0,99.0,6.0,229.0,2.0,4.0,50.0,5.0,3.0,138.0,13.0
David Wotherspoon,MF,Canada,32,1990,0.2,9.0,0.0,1.0,3.0,5.0,0.0,9.0,1.0,1.0,100.0,0.0,0.0,7.0,0.0
Davy Klaassen,MF,Netherlands,29,1993,2.1,96.0,2.0,17.0,45.0,34.0,6.0,96.0,0.0,1.0,0.0,4.0,3.0,65.0,9.0
Dayot Upamecano,DF,France,24,1998,5.3,393.0,26.0,158.0,234.0,5.0,2.0,393.0,0.0,0.0,,1.0,1.0,291.0,1.0
DeAndre Yedlin,DF,United States,29,1993,0.4,32.0,2.0,8.0,10.0,14.0,2.0,32.0,0.0,0.0,,1.0,0.0,15.0,1.0
Declan Rice,MF,England,23,1999,4.6,362.0,13.0,84.0,247.0,34.0,4.0,362.0,0.0,3.0,0.0,1.0,2.0,271.0,2.0
Dejan Lovren,DF,Croatia,33,1989,6.7,515.0,55.0,243.0,264.0,11.0,4.0,515.0,0.0,0.0,,1.0,0.0,381.0,1.0
Denis Odoi,DF,Ghana,34,1988,0.1,7.0,5.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0,1.0,0.0
Denis Zakaria,MF,Switzerland,26,1996,0.7,32.0,1.0,6.0,21.0,7.0,0.0,32.0,0.0,2.0,0.0,1.0,1.0,20.0,2.0
Denzel Dumfries,DF,Netherlands,26,1996,5.3,274.0,7.0,54.0,132.0,90.0,12.0,274.0,0.0,8.0,0.0,13.0,7.0,169.0,14.0
Devis Epassy,GK,Cameroon,29,1993,2.0,93.0,78.0,92.0,1.0,0.0,0.0,93.0,0.0,0.0,,0.0,0.0,32.0,0.0
Diego Godín,DF,Uruguay,36,1986,1.7,116.0,5.0,43.0,72.0,1.0,1.0,116.0,0.0,0.0,,0.0,0.0,78.0,1.0
Diogo Costa,GK,Portugal,23,1999,5.0,170.0,156.0,170.0,0.0,0.0,0.0,170.0,0.0,0.0,,0.0,1.0,87.0,0.0
Diogo Dalot,DF,Portugal,23,1999,2.9,172.0,7.0,45.0,80.0,47.0,5.0,172.0,1.0,3.0,33.3,2.0,1.0,104.0,6.0
Djibril Sow,MF,Switzerland,25,1997,2.9,115.0,1.0,11.0,72.0,33.0,3.0,115.0,0.0,2.0,0.0,4.0,2.0,88.0,11.0
Djorkaeff Reasco,FW,Ecuador,23,1999,0.3,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,,1.0,1.0,4.0,2.0
